/* CONJUNTOS */
param N_total:= 5000 ;

/* PARAMETROS */
param P:= 4953 ;
param R:= 32000 ;
param c1:= 1.0 ;
param c2:= 0.2 ;
param nombre_instancia := "s4_R32000_pre47" ;

param : coordx coordy flag prob_ohca:=
1 624474.000000 837604.000000 0 0.1807
2 673412.000000 735362.000000 0 0.0275
3 647442.000000 677000.000000 0 0.0201
4 532283.000000 741384.000000 0 0.0054
5 646529.000000 742844.000000 0 0.6427
6 647535.000000 755101.000000 0 0.3916
7 644131.000000 777721.000000 0 0.0005
8 521368.000000 736923.000000 0 0.4173
9 688940.000000 798967.000000 0 0.1557
10 592666.000000 805244.000000 0 0.2694
11 645068.000000 716248.000000 0 0.1514
12 666740.000000 707391.000000 0 0.0621
13 662064.000000 644958.000000 0 0.7123
14 630628.000000 689662.000000 0 0.0071
15 623268.000000 774834.000000 0 0.2235
16 617896.000000 766560.000000 0 0.0386
17 560260.000000 629298.000000 0 0.0371
18 595728.000000 703618.000000 0 0.0544
19 594177.000000 665266.000000 0 0.0214
20 544862.000000 802997.000000 0 0.0011
21 512102.000000 686369.000000 0 0.0039
22 742244.000000 626859.000000 0 0.0257
23 709853.000000 684304.000000 0 0.8699
24 662854.000000 764737.000000 0 0.3425
25 612693.000000 778368.000000 0 0.6173
26 656011.000000 735274.000000 0 0.2242
27 644769.000000 750956.000000 0 0.0969
28 688852.000000 804551.000000 0 0.1690
29 714271.000000 804144.000000 0 0.0358
30 695472.000000 794296.000000 0 0.2262
31 746441.000000 829147.000000 0 0.0463
32 632975.000000 756806.000000 0 0.0145
33 679779.000000 842107.000000 0 0.4918
34 609763.000000 693428.000000 0 0.0710
35 665375.000000 784377.000000 0 0.0000
36 783661.000000 772895.000000 0 0.2651
37 651521.000000 719802.000000 0 0.1159
38 730159.000000 761390.000000 0 0.2594
39 708303.000000 692097.000000 0 0.5459
40 657201.000000 735978.000000 0 0.0030
41 657676.000000 809387.000000 0 0.6987
42 636976.000000 735247.000000 0 0.0750
43 645990.000000 751430.000000 0 0.0491
